               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.077767,            0.096193,            0.029215,              0.6531,              0.1721,             0.16747,            0.089031,             0.05809,            0.069025,            0.012874,            0.070031,           0.0033299,           0.0033299
                   1,            0.064402,            0.093572,            0.020673,             0.48048,             0.26183,             0.25633,             0.14074,            0.053334,            0.066926,            0.011018,            0.040009,           0.0066412,           0.0066412
                   2,            0.060762,            0.092476,            0.018452,             0.63592,              0.2756,             0.31094,             0.16886,            0.052014,            0.066484,            0.010354,           0.0099652,           0.0099306,           0.0099306
                   3,            0.057375,             0.09233,            0.017354,             0.64901,             0.28677,             0.32312,             0.17891,            0.050726,             0.06589,           0.0098047,            0.009901,            0.009901,            0.009901
                   4,            0.054506,            0.090322,            0.016321,             0.44505,             0.31236,             0.33418,             0.19041,            0.048972,            0.065075,           0.0093694,            0.009901,            0.009901,            0.009901
                   5,            0.052814,            0.088447,            0.015564,             0.60427,             0.30793,             0.35097,             0.20211,            0.048634,             0.06462,           0.0089798,            0.009868,            0.009868,            0.009868
                   6,            0.051579,              0.0875,            0.014923,             0.54735,             0.30793,             0.34752,             0.20355,             0.04778,             0.06401,           0.0085486,            0.009835,            0.009835,            0.009835
                   7,            0.050779,            0.087057,            0.014368,             0.55976,             0.30553,              0.3558,             0.20683,            0.047774,             0.06411,           0.0086165,            0.009802,            0.009802,            0.009802
                   8,            0.049832,            0.084998,            0.013816,              0.5108,             0.31752,             0.36157,             0.21437,             0.04721,            0.063539,           0.0083129,            0.009769,            0.009769,            0.009769
                   9,            0.049407,            0.084663,            0.013463,             0.57252,             0.35187,             0.37101,             0.22204,            0.046874,            0.063397,           0.0081499,            0.009736,            0.009736,            0.009736
                  10,            0.048798,            0.083499,            0.013019,             0.62331,             0.33344,             0.36777,             0.21371,            0.046578,            0.063158,           0.0080912,            0.009703,            0.009703,            0.009703
                  11,            0.048427,            0.082732,            0.012566,             0.47115,             0.33838,             0.36885,              0.2246,             0.04634,            0.062974,            0.008041,             0.00967,             0.00967,             0.00967
                  12,            0.048108,            0.082975,              0.0123,             0.76878,             0.32172,             0.37035,             0.22545,             0.04629,            0.062848,           0.0079571,            0.009637,            0.009637,            0.009637
                  13,            0.047914,            0.082765,            0.012041,             0.68007,             0.33169,             0.37053,             0.22262,            0.046239,            0.062638,           0.0079485,            0.009604,            0.009604,            0.009604
                  14,            0.047563,             0.08164,            0.011829,             0.53069,             0.32321,             0.36817,             0.22412,            0.045988,            0.062658,           0.0078621,            0.009571,            0.009571,            0.009571
                  15,            0.047215,            0.081143,            0.011534,             0.75327,             0.31475,             0.36262,             0.21647,            0.046119,            0.062749,           0.0080552,            0.009538,            0.009538,            0.009538
                  16,            0.046983,            0.081045,            0.011199,             0.51956,              0.3468,             0.37563,             0.23183,            0.045709,            0.062136,           0.0078346,            0.009505,            0.009505,            0.009505
                  17,            0.046724,            0.080507,             0.01107,             0.52635,             0.34226,             0.36491,             0.22463,            0.045506,            0.062144,           0.0080956,            0.009472,            0.009472,            0.009472
