               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.080422,            0.081968,            0.027167,             0.83294,            0.092789,             0.11591,            0.055047,            0.067927,            0.069275,            0.014244,            0.070061,           0.0033266,           0.0033266
                   1,            0.066858,            0.074477,            0.016819,             0.62684,             0.19235,             0.16072,            0.082307,            0.058218,            0.067323,            0.012082,            0.040039,           0.0066379,           0.0066379
                   2,            0.061954,            0.074192,            0.014941,             0.64379,             0.22625,             0.22561,             0.12322,            0.051587,            0.066696,            0.011125,           0.0099948,           0.0099273,           0.0099273
                   3,            0.057311,            0.072285,            0.013582,             0.49633,             0.26994,             0.25844,             0.14533,            0.049783,            0.065415,            0.010318,            0.009901,            0.009901,            0.009901
                   4,            0.053946,            0.071403,            0.012492,             0.49335,             0.28166,              0.2699,               0.159,            0.048723,             0.06488,           0.0097303,            0.009901,            0.009901,            0.009901
                   5,            0.052166,            0.070371,            0.011754,             0.52581,             0.29335,             0.28352,             0.16524,             0.04791,            0.065105,           0.0094499,            0.009868,            0.009868,            0.009868
                   6,            0.050586,            0.069724,            0.011167,             0.64367,             0.28057,             0.30295,             0.17607,            0.046507,            0.064065,           0.0093884,            0.009835,            0.009835,            0.009835
                   7,            0.049343,            0.068801,            0.010587,             0.57759,             0.29259,             0.30117,             0.17734,            0.045806,            0.064017,           0.0091245,            0.009802,            0.009802,            0.009802
                   8,            0.048478,            0.068953,            0.010208,             0.63075,             0.29752,             0.32177,              0.1904,            0.045188,            0.063235,            0.008706,            0.009769,            0.009769,            0.009769
                   9,            0.048042,            0.067244,           0.0098379,              0.6834,              0.2731,             0.31557,             0.18168,            0.045059,            0.063154,           0.0088202,            0.009736,            0.009736,            0.009736
                  10,            0.047212,              0.0671,           0.0093858,             0.59799,             0.27672,             0.30913,             0.17781,            0.044815,            0.063494,           0.0087529,            0.009703,            0.009703,            0.009703
                  11,            0.046716,            0.066495,           0.0091168,             0.73775,             0.31316,             0.34022,             0.20085,            0.044348,            0.062739,           0.0084276,             0.00967,             0.00967,             0.00967
                  12,            0.046095,            0.065857,           0.0089774,             0.65415,             0.28619,             0.32153,             0.19059,            0.044203,            0.062786,           0.0083326,            0.009637,            0.009637,            0.009637
                  13,            0.045721,            0.066629,           0.0089171,             0.63697,             0.31331,             0.34276,              0.2004,            0.044285,            0.062906,           0.0082384,            0.009604,            0.009604,            0.009604
                  14,            0.045308,            0.065634,           0.0086344,             0.65435,              0.2918,             0.32972,             0.19563,            0.043733,            0.062455,           0.0081944,            0.009571,            0.009571,            0.009571
                  15,            0.045288,            0.065154,           0.0086168,             0.77365,             0.30096,             0.33905,             0.19926,            0.043895,             0.06253,           0.0081771,            0.009538,            0.009538,            0.009538
                  16,            0.044796,            0.064145,            0.008499,             0.74224,              0.3099,             0.34194,             0.20569,            0.043429,            0.062217,           0.0083353,            0.009505,            0.009505,            0.009505
                  17,             0.04465,            0.064315,           0.0084236,             0.68067,             0.31192,             0.34529,             0.20547,            0.043335,            0.061854,           0.0081491,            0.009472,            0.009472,            0.009472
                  18,            0.044353,            0.063643,           0.0080901,             0.65383,              0.2959,             0.33585,             0.20445,            0.043275,             0.06188,            0.008193,            0.009439,            0.009439,            0.009439
                  19,            0.044013,            0.063516,           0.0080333,             0.68202,             0.28953,             0.34628,             0.21094,            0.043544,            0.062675,           0.0079636,            0.009406,            0.009406,            0.009406
                  20,            0.044165,            0.063553,           0.0080106,             0.78116,             0.30184,             0.34765,             0.21093,            0.043128,            0.061749,           0.0080386,            0.009373,            0.009373,            0.009373
                  21,            0.043579,            0.064082,           0.0077075,             0.67893,             0.30256,             0.34714,             0.20925,            0.042788,            0.061295,           0.0078077,             0.00934,             0.00934,             0.00934
                  22,            0.043734,            0.063081,           0.0077016,             0.57462,             0.31701,             0.35225,             0.21472,             0.04296,            0.061667,           0.0080199,            0.009307,            0.009307,            0.009307
                  23,            0.043228,            0.062932,           0.0075795,             0.56773,             0.33784,             0.35652,             0.21748,            0.042612,            0.061452,           0.0079146,            0.009274,            0.009274,            0.009274
                  24,            0.043307,            0.062921,           0.0075024,             0.65034,             0.32697,             0.35969,             0.22079,            0.042985,            0.062032,           0.0078316,            0.009241,            0.009241,            0.009241
                  25,            0.042719,            0.061722,           0.0073452,             0.56788,             0.31018,             0.34569,             0.21063,            0.042854,            0.062102,           0.0078733,            0.009208,            0.009208,            0.009208
                  26,            0.042868,            0.062152,           0.0072566,              0.5353,             0.33763,             0.34918,             0.21127,            0.042874,            0.062373,           0.0078618,            0.009175,            0.009175,            0.009175
                  27,            0.042558,            0.061848,           0.0072282,             0.80716,             0.31474,             0.36977,             0.22682,            0.043056,            0.062301,           0.0078091,            0.009142,            0.009142,            0.009142
                  28,            0.042579,            0.061483,           0.0072331,             0.64037,             0.32145,             0.36764,             0.21912,            0.042643,            0.061717,           0.0077598,            0.009109,            0.009109,            0.009109
                  29,            0.042326,            0.061988,           0.0071346,             0.60948,             0.33486,             0.37018,             0.22679,            0.042381,            0.061381,           0.0078614,            0.009076,            0.009076,            0.009076
                  30,             0.04233,            0.061158,           0.0069855,               0.742,             0.31684,             0.36936,             0.22143,            0.042428,            0.061412,           0.0076893,            0.009043,            0.009043,            0.009043
                  31,            0.042134,            0.061433,           0.0070392,             0.57156,             0.34771,             0.36749,             0.22518,            0.042956,            0.062554,           0.0076327,             0.00901,             0.00901,             0.00901
                  32,             0.04205,            0.061083,           0.0068953,             0.68689,             0.33528,             0.36359,             0.22298,            0.042297,            0.061543,           0.0077821,            0.008977,            0.008977,            0.008977
                  33,             0.04191,            0.061166,           0.0067721,             0.61951,             0.32329,             0.36175,             0.22005,            0.042359,            0.061731,           0.0077639,            0.008944,            0.008944,            0.008944
                  34,            0.041835,            0.060758,           0.0067321,             0.69108,             0.35033,             0.37736,             0.22885,            0.042347,            0.061642,           0.0076417,            0.008911,            0.008911,            0.008911
                  35,            0.041707,            0.060252,           0.0067611,             0.73717,             0.31553,              0.3593,             0.22201,            0.042328,            0.061564,           0.0077885,            0.008878,            0.008878,            0.008878
                  36,            0.041449,            0.060256,           0.0066409,             0.57772,             0.33167,             0.36031,             0.21846,            0.042397,            0.061505,           0.0076905,            0.008845,            0.008845,            0.008845
                  37,            0.041477,            0.060309,           0.0065177,             0.61288,             0.33345,             0.36645,             0.22369,            0.042251,            0.061309,           0.0077022,            0.008812,            0.008812,            0.008812
                  38,             0.04166,            0.060737,           0.0064557,             0.68351,             0.35445,             0.37378,             0.22641,            0.042101,            0.061595,           0.0077149,            0.008779,            0.008779,            0.008779
                  39,            0.041249,            0.059453,           0.0063972,             0.69967,             0.34548,             0.36742,             0.22151,             0.04216,            0.061435,           0.0078002,            0.008746,            0.008746,            0.008746
                  40,            0.041276,            0.059961,           0.0062859,             0.71162,             0.32756,             0.36673,             0.22496,            0.041991,            0.061373,           0.0078338,            0.008713,            0.008713,            0.008713
                  41,            0.041047,            0.058946,           0.0063396,             0.66627,             0.35227,             0.36599,             0.22153,            0.042274,            0.061957,           0.0077592,             0.00868,             0.00868,             0.00868
                  42,            0.041113,            0.059828,           0.0063319,             0.59506,             0.33804,             0.37308,             0.22931,            0.041835,            0.061254,           0.0078062,            0.008647,            0.008647,            0.008647
                  43,            0.040916,            0.059923,           0.0061752,              0.6374,             0.33093,             0.38443,             0.23513,            0.042152,            0.061606,           0.0078873,            0.008614,            0.008614,            0.008614
                  44,            0.040788,            0.059475,           0.0061247,             0.63029,             0.35138,             0.38489,             0.23822,            0.041958,            0.061337,           0.0077378,            0.008581,            0.008581,            0.008581
                  45,            0.040733,            0.059191,           0.0060917,             0.64305,             0.34331,             0.37783,             0.23266,            0.042355,            0.062014,           0.0079216,            0.008548,            0.008548,            0.008548
                  46,            0.040797,             0.05946,           0.0060816,              0.7122,             0.33906,             0.37129,             0.23035,            0.042289,            0.062052,           0.0079004,            0.008515,            0.008515,            0.008515
                  47,            0.040618,            0.058643,           0.0061481,             0.70706,             0.34516,             0.37137,             0.22578,            0.042089,            0.061629,           0.0079268,            0.008482,            0.008482,            0.008482
                  48,            0.040552,            0.058865,           0.0059688,             0.58923,              0.3396,             0.36719,             0.22819,            0.041808,            0.061211,           0.0079255,            0.008449,            0.008449,            0.008449
                  49,            0.040496,            0.059247,           0.0058038,             0.61778,             0.33685,             0.37694,             0.23767,            0.041868,            0.061363,           0.0078118,            0.008416,            0.008416,            0.008416
                  50,            0.040384,             0.05786,           0.0059243,             0.54948,             0.34756,             0.38443,             0.23623,            0.042052,            0.061652,             0.00779,            0.008383,            0.008383,            0.008383
                  51,            0.040479,            0.058744,           0.0058376,             0.64505,             0.34998,              0.3904,             0.24291,            0.041929,            0.061449,           0.0079392,             0.00835,             0.00835,             0.00835
                  52,             0.04017,            0.057663,           0.0058506,             0.53109,             0.34768,             0.39046,             0.24374,            0.041741,            0.061124,           0.0079458,            0.008317,            0.008317,            0.008317
                  53,            0.040213,            0.058176,           0.0058866,             0.79149,             0.33452,             0.38717,             0.24133,            0.041853,            0.061751,           0.0080339,            0.008284,            0.008284,            0.008284
                  54,            0.040096,            0.057897,           0.0056751,             0.64815,             0.34473,             0.39333,             0.24246,             0.04203,            0.061717,           0.0079793,            0.008251,            0.008251,            0.008251
                  55,            0.040018,            0.057863,           0.0057203,             0.51982,             0.34277,             0.38276,             0.23791,            0.041676,            0.061222,           0.0081052,            0.008218,            0.008218,            0.008218
                  56,            0.040023,            0.058017,           0.0055299,              0.6005,             0.35519,             0.38295,             0.23959,            0.041857,            0.061555,           0.0080656,            0.008185,            0.008185,            0.008185
                  57,            0.039994,            0.058146,           0.0055949,             0.61977,             0.35335,             0.38271,             0.23944,            0.041743,            0.061418,           0.0079474,            0.008152,            0.008152,            0.008152
                  58,            0.040141,            0.058064,           0.0054845,             0.52662,              0.3527,             0.38356,             0.23835,            0.041651,            0.061424,           0.0079441,            0.008119,            0.008119,            0.008119
                  59,            0.039816,            0.057793,           0.0054999,             0.65336,              0.3444,             0.39096,             0.24157,            0.041608,            0.061562,           0.0079157,            0.008086,            0.008086,            0.008086
                  60,            0.039867,            0.057721,           0.0054187,             0.62008,             0.35198,             0.37951,             0.23775,            0.041684,            0.061796,           0.0080222,            0.008053,            0.008053,            0.008053
                  61,            0.039765,            0.057681,           0.0054284,              0.6388,             0.34125,             0.38637,             0.23939,            0.041694,            0.061655,           0.0079831,             0.00802,             0.00802,             0.00802
                  62,            0.039662,            0.057798,           0.0054093,             0.65766,             0.33064,              0.3811,             0.23866,            0.041579,            0.061565,           0.0081618,            0.007987,            0.007987,            0.007987
                  63,            0.039541,            0.057043,           0.0053191,              0.5341,              0.3396,             0.38254,             0.23825,            0.041474,            0.061307,           0.0080282,            0.007954,            0.007954,            0.007954
                  64,            0.039519,            0.057031,           0.0052564,             0.51877,             0.35406,             0.38933,             0.24274,             0.04141,            0.061112,           0.0078397,            0.007921,            0.007921,            0.007921
                  65,            0.039474,            0.056758,           0.0052733,              0.5199,              0.3464,             0.38528,             0.24021,            0.041441,            0.061318,           0.0080525,            0.007888,            0.007888,            0.007888
                  66,            0.039524,            0.057291,           0.0052606,              0.5464,             0.33066,               0.383,              0.2347,            0.041456,            0.061521,           0.0080876,            0.007855,            0.007855,            0.007855
                  67,            0.039335,            0.056789,           0.0051973,             0.50583,             0.35614,             0.38806,             0.24228,            0.041501,             0.06175,           0.0080063,            0.007822,            0.007822,            0.007822
                  68,            0.039308,            0.057068,           0.0052325,             0.64274,             0.34563,             0.38002,             0.23762,            0.041642,             0.06185,           0.0080202,            0.007789,            0.007789,            0.007789
                  69,            0.039224,            0.057076,           0.0052032,             0.65478,              0.3417,             0.38546,             0.24307,            0.041521,            0.061696,           0.0079644,            0.007756,            0.007756,            0.007756
                  70,            0.039217,            0.056472,           0.0049646,             0.53718,             0.34348,             0.38419,             0.24013,            0.041367,             0.06152,           0.0080616,            0.007723,            0.007723,            0.007723
                  71,             0.03911,            0.057098,           0.0050277,             0.57854,             0.33661,             0.38601,              0.2416,            0.041366,            0.061577,           0.0080521,             0.00769,             0.00769,             0.00769
                  72,            0.039266,            0.056865,           0.0050437,             0.65522,             0.34416,             0.38618,             0.23813,            0.041449,            0.061771,           0.0081043,            0.007657,            0.007657,            0.007657
                  73,            0.039059,            0.056703,           0.0049204,             0.53422,             0.34043,             0.37986,             0.23629,            0.041423,            0.061697,           0.0082952,            0.007624,            0.007624,            0.007624
                  74,             0.03889,             0.05649,           0.0049787,             0.52805,             0.33581,             0.37988,             0.23718,            0.041498,            0.061797,           0.0082893,            0.007591,            0.007591,            0.007591
                  75,            0.038861,            0.056764,           0.0049269,             0.50826,             0.34123,             0.37889,             0.23675,            0.041414,            0.061776,           0.0082418,            0.007558,            0.007558,            0.007558
                  76,            0.039035,            0.056908,           0.0050214,             0.63927,             0.32544,             0.37926,             0.24012,            0.041302,            0.061619,           0.0082053,            0.007525,            0.007525,            0.007525
                  77,            0.039007,            0.056794,            0.005004,             0.55294,             0.34115,             0.38283,             0.23971,            0.041376,            0.061616,           0.0081763,            0.007492,            0.007492,            0.007492
                  78,            0.038963,            0.056499,            0.004857,             0.58789,              0.3307,             0.38177,             0.24079,            0.041283,            0.061664,           0.0081587,            0.007459,            0.007459,            0.007459
                  79,            0.038782,            0.055719,           0.0047853,             0.62188,             0.34655,             0.38207,             0.24126,            0.041324,            0.061854,             0.00817,            0.007426,            0.007426,            0.007426
                  80,            0.038805,            0.056407,            0.004843,             0.62579,             0.34087,             0.38011,             0.24149,            0.041289,            0.061854,           0.0081599,            0.007393,            0.007393,            0.007393
