               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.059607,            0.050852,            0.024405,             0.91143,             0.11207,             0.13969,            0.070143,            0.040903,            0.061714,            0.013489,            0.070035,           0.0033294,           0.0033294
                   1,            0.046675,            0.042139,            0.013559,             0.85015,             0.17335,             0.21081,             0.11841,             0.03259,            0.058387,            0.011516,            0.040013,           0.0066408,           0.0066408
                   2,            0.041788,            0.040695,            0.011197,             0.80447,             0.21874,             0.25332,             0.13607,            0.031516,            0.058312,             0.01036,           0.0099693,           0.0099301,           0.0099301
                   3,            0.037514,             0.04024,           0.0099381,             0.69496,             0.25936,             0.27614,             0.15442,            0.029135,            0.057001,           0.0098752,            0.009901,            0.009901,            0.009901
                   4,             0.03457,            0.039354,           0.0087439,             0.72998,             0.26285,             0.28228,             0.16238,            0.028908,            0.056699,           0.0093097,            0.009901,            0.009901,            0.009901
                   5,            0.032727,            0.038649,           0.0081352,              0.6758,             0.28036,             0.29796,             0.17185,            0.027418,            0.055814,            0.008839,            0.009868,            0.009868,            0.009868
                   6,            0.030894,            0.037589,           0.0073473,             0.68119,              0.2914,             0.31185,             0.18089,            0.027344,            0.055062,           0.0090107,            0.009835,            0.009835,            0.009835
                   7,            0.030178,            0.036992,           0.0071017,             0.75145,             0.28583,             0.32573,              0.1971,            0.026392,            0.054663,           0.0088194,            0.009802,            0.009802,            0.009802
                   8,            0.029065,            0.036092,           0.0065666,             0.78116,             0.29222,             0.33977,             0.19871,            0.026248,            0.054603,           0.0086928,            0.009769,            0.009769,            0.009769
                   9,            0.028267,            0.035588,           0.0064272,             0.74451,             0.30857,             0.33604,             0.19418,            0.026176,            0.054811,           0.0081408,            0.009736,            0.009736,            0.009736
                  10,            0.027668,            0.035177,           0.0059829,             0.77049,             0.28151,             0.33363,             0.19857,            0.026019,            0.054156,           0.0083408,            0.009703,            0.009703,            0.009703
                  11,            0.027383,            0.034822,           0.0058193,             0.73143,             0.29661,             0.33836,             0.20156,            0.025541,            0.053634,            0.008135,             0.00967,             0.00967,             0.00967
                  12,            0.026793,            0.034328,           0.0055553,             0.66446,             0.30933,             0.34853,             0.21137,            0.025488,             0.05417,           0.0080697,            0.009637,            0.009637,            0.009637
                  13,            0.026525,            0.034119,           0.0054266,             0.68254,             0.29675,             0.34448,              0.2047,            0.025266,            0.053516,           0.0080254,            0.009604,            0.009604,            0.009604
                  14,            0.026257,            0.033928,           0.0052607,             0.71174,             0.31727,             0.36535,             0.21324,            0.025098,            0.053095,            0.007911,            0.009571,            0.009571,            0.009571
                  15,            0.025757,            0.033291,           0.0050933,             0.70814,             0.31753,             0.36279,             0.21838,            0.025144,            0.053369,           0.0078618,            0.009538,            0.009538,            0.009538
                  16,            0.025575,            0.033056,           0.0048187,             0.57561,             0.33709,              0.3648,             0.21575,            0.024825,            0.052991,           0.0078529,            0.009505,            0.009505,            0.009505
                  17,            0.025386,            0.032972,           0.0047526,             0.62548,             0.31303,             0.35314,             0.20988,            0.024663,            0.052801,           0.0078098,            0.009472,            0.009472,            0.009472
                  18,            0.025017,            0.032662,           0.0046106,             0.60161,             0.32586,              0.3555,             0.21414,            0.024912,            0.053191,           0.0079139,            0.009439,            0.009439,            0.009439
                  19,            0.024818,            0.032427,           0.0044727,             0.74951,             0.30983,             0.35952,             0.21596,            0.024754,            0.053049,           0.0078904,            0.009406,            0.009406,            0.009406
                  20,            0.024666,            0.032212,           0.0044318,             0.63624,             0.32534,             0.36343,             0.22064,            0.024682,            0.053127,           0.0081194,            0.009373,            0.009373,            0.009373
                  21,            0.024587,            0.032106,           0.0044263,             0.57056,             0.37138,             0.37209,             0.22309,            0.024518,            0.053046,           0.0079432,             0.00934,             0.00934,             0.00934
                  22,            0.024382,            0.031982,            0.004351,             0.66316,             0.34234,             0.35768,             0.21507,             0.02462,            0.053112,           0.0078053,            0.009307,            0.009307,            0.009307
                  23,            0.024245,            0.031813,            0.004104,             0.73907,             0.30776,             0.35428,             0.21383,            0.024592,             0.05321,            0.008089,            0.009274,            0.009274,            0.009274
                  24,             0.02395,            0.031586,           0.0040183,             0.48247,             0.34275,             0.36278,             0.21605,            0.024194,            0.052483,           0.0077351,            0.009241,            0.009241,            0.009241
                  25,            0.023758,            0.031318,           0.0039218,             0.54926,             0.34635,             0.35859,             0.21785,            0.024406,            0.053033,           0.0082522,            0.009208,            0.009208,            0.009208
