               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.081706,            0.051154,             0.02617,             0.90991,            0.090815,              0.1073,             0.04988,            0.064533,            0.072029,            0.014299,            0.070061,           0.0033266,           0.0033266
                   1,            0.067984,            0.042771,            0.016236,             0.86361,             0.13697,             0.15426,            0.080849,            0.059248,            0.069912,            0.012115,            0.040039,           0.0066379,           0.0066379
                   2,            0.063571,            0.042401,            0.014524,              0.5886,             0.22169,             0.21632,             0.11085,            0.056434,            0.070492,            0.011244,           0.0099948,           0.0099273,           0.0099273
                   3,            0.059021,            0.042358,            0.013118,             0.43438,             0.23056,             0.22497,             0.12527,            0.052409,            0.069101,            0.010789,            0.009901,            0.009901,            0.009901
                   4,            0.056114,            0.041469,            0.012126,             0.67433,             0.23292,             0.25221,             0.13755,            0.050732,             0.06744,            0.010253,            0.009901,            0.009901,            0.009901
                   5,            0.053794,             0.04082,            0.011432,              0.6048,             0.24953,             0.26646,             0.14448,            0.049037,            0.066008,           0.0096639,            0.009868,            0.009868,            0.009868
                   6,            0.052448,            0.040464,             0.01091,             0.61228,             0.26601,             0.27026,             0.15306,            0.049057,            0.066749,           0.0096119,            0.009835,            0.009835,            0.009835
                   7,            0.051017,             0.03984,            0.010279,             0.62196,             0.28407,             0.28724,             0.16265,            0.048557,            0.065815,           0.0091522,            0.009802,            0.009802,            0.009802
                   8,            0.050392,            0.039378,            0.010021,             0.50239,             0.30386,             0.27845,              0.1608,            0.047956,             0.06563,           0.0093372,            0.009769,            0.009769,            0.009769
                   9,            0.049638,            0.038933,           0.0096876,              0.5384,             0.29063,             0.29154,              0.1667,            0.047367,             0.06492,           0.0089672,            0.009736,            0.009736,            0.009736
                  10,            0.049103,            0.038959,           0.0094036,             0.59627,             0.30219,             0.30631,             0.17629,            0.046921,            0.064839,            0.008912,            0.009703,            0.009703,            0.009703
                  11,            0.048634,            0.038437,            0.009125,             0.64499,              0.2824,             0.31472,             0.18269,            0.047353,            0.064534,           0.0085823,             0.00967,             0.00967,             0.00967
                  12,             0.04803,            0.038202,           0.0089368,             0.63683,             0.28499,             0.30956,             0.18359,            0.046785,            0.064551,           0.0087483,            0.009637,            0.009637,            0.009637
                  13,            0.047841,            0.037932,           0.0088529,             0.63963,             0.27936,             0.31534,             0.18176,             0.04658,            0.064474,           0.0084144,            0.009604,            0.009604,            0.009604
                  14,            0.047263,            0.037655,           0.0085705,             0.64305,             0.29479,             0.33517,             0.19116,            0.046199,            0.064393,           0.0086663,            0.009571,            0.009571,            0.009571
                  15,            0.047294,             0.03756,           0.0084633,              0.6184,             0.30416,             0.32814,             0.19371,            0.046577,            0.064951,           0.0085069,            0.009538,            0.009538,            0.009538
                  16,            0.046743,            0.037408,           0.0083244,             0.60974,             0.29904,             0.32492,             0.19097,            0.046014,            0.064052,           0.0084821,            0.009505,            0.009505,            0.009505
                  17,            0.046667,            0.037168,           0.0082534,             0.61112,             0.29078,             0.32163,             0.18883,            0.045931,            0.064194,           0.0085885,            0.009472,            0.009472,            0.009472
                  18,            0.046433,            0.037195,           0.0081231,             0.62679,              0.3107,             0.33761,             0.19917,            0.046464,            0.064627,           0.0082799,            0.009439,            0.009439,            0.009439
                  19,            0.045886,            0.036985,           0.0079456,             0.65601,             0.29586,             0.33718,             0.19658,            0.046156,            0.064433,           0.0082201,            0.009406,            0.009406,            0.009406
                  20,            0.045904,            0.036673,           0.0079133,             0.65439,             0.31482,               0.343,             0.20062,             0.04579,            0.064254,            0.008177,            0.009373,            0.009373,            0.009373
                  21,            0.045724,            0.036575,           0.0077484,             0.53862,             0.30916,             0.33638,             0.19513,            0.046026,            0.064427,           0.0082291,             0.00934,             0.00934,             0.00934
                  22,            0.045485,            0.036456,           0.0076819,             0.52557,             0.30871,             0.33262,             0.20103,             0.04517,            0.063222,           0.0082111,            0.009307,            0.009307,            0.009307
                  23,            0.045181,            0.036258,           0.0075312,             0.64268,             0.31606,             0.34269,             0.20758,            0.045268,            0.063599,           0.0081977,            0.009274,            0.009274,            0.009274
                  24,            0.045126,            0.036152,           0.0075409,             0.54437,             0.31404,             0.34284,              0.2012,            0.045235,             0.06376,           0.0081568,            0.009241,            0.009241,            0.009241
