               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.079673,            0.051917,            0.026773,             0.92165,            0.091066,             0.10921,            0.050144,            0.062296,            0.072477,            0.014864,            0.070061,           0.0033266,           0.0033266
                   1,            0.066756,            0.043164,            0.016493,             0.64999,             0.17522,             0.16377,            0.087162,            0.057979,             0.07007,            0.012318,            0.040039,           0.0066379,           0.0066379
                   2,            0.062248,            0.042587,             0.01463,             0.69645,             0.18423,             0.20333,              0.1062,            0.055985,            0.069509,            0.011392,           0.0099948,           0.0099273,           0.0099273
                   3,            0.057674,            0.042359,            0.013255,             0.69157,             0.19504,             0.22432,             0.12166,            0.052464,            0.069262,            0.010875,            0.009901,            0.009901,            0.009901
                   4,            0.054384,            0.041608,            0.012229,             0.63239,             0.23767,             0.25622,             0.13735,            0.049477,            0.067626,             0.01027,            0.009901,            0.009901,            0.009901
                   5,            0.052328,            0.040909,            0.011483,             0.63975,             0.24211,             0.25503,             0.14256,            0.048305,            0.066626,           0.0098963,            0.009868,            0.009868,            0.009868
                   6,            0.050866,            0.040472,             0.01092,             0.61282,             0.22558,             0.26257,             0.15082,            0.047567,            0.066862,           0.0096553,            0.009835,            0.009835,            0.009835
                   7,            0.049623,            0.039861,            0.010289,             0.52617,              0.2918,             0.28377,             0.16381,            0.047211,            0.066555,           0.0093645,            0.009802,            0.009802,            0.009802
                   8,            0.048685,            0.039385,            0.010005,             0.57606,              0.2697,             0.28608,              0.1656,            0.046782,            0.065678,            0.009262,            0.009769,            0.009769,            0.009769
                   9,            0.048276,            0.039055,           0.0096649,             0.53778,             0.31389,              0.3077,             0.18086,            0.046283,            0.065295,           0.0089166,            0.009736,            0.009736,            0.009736
                  10,            0.047429,            0.038935,           0.0093243,             0.59619,             0.28055,             0.30017,             0.16774,            0.046195,             0.06587,           0.0087871,            0.009703,            0.009703,            0.009703
                  11,            0.046886,            0.038433,           0.0090564,              0.6461,             0.28874,             0.31809,              0.1798,            0.045696,            0.064528,           0.0086884,             0.00967,             0.00967,             0.00967
                  12,            0.046588,            0.038256,           0.0089275,             0.62055,             0.29686,             0.31406,             0.18543,             0.04543,            0.064681,           0.0086525,            0.009637,            0.009637,            0.009637
                  13,            0.046183,            0.037979,           0.0087623,             0.61581,             0.28534,             0.30325,             0.17443,            0.045666,            0.065094,           0.0085235,            0.009604,            0.009604,            0.009604
                  14,            0.045871,            0.037646,            0.008551,             0.65138,             0.29149,             0.32811,             0.18759,            0.044983,            0.064358,           0.0085247,            0.009571,            0.009571,            0.009571
                  15,            0.045524,            0.037527,           0.0083688,             0.64095,             0.29971,             0.32914,             0.19133,            0.045337,            0.064905,           0.0083493,            0.009538,            0.009538,            0.009538
                  16,            0.045106,            0.037412,           0.0082594,             0.69098,             0.28956,             0.33885,             0.19274,            0.044763,            0.064364,           0.0084747,            0.009505,            0.009505,            0.009505
                  17,            0.044997,            0.037124,           0.0081503,             0.64411,             0.30071,             0.33834,             0.19143,            0.044762,             0.06441,           0.0084965,            0.009472,            0.009472,            0.009472
                  18,            0.044699,            0.037121,           0.0080762,             0.63562,              0.3008,             0.33601,             0.19801,            0.045004,            0.064739,           0.0081295,            0.009439,            0.009439,            0.009439
                  19,            0.044513,             0.03699,           0.0078768,              0.7051,             0.28294,             0.33599,             0.19439,            0.044504,            0.064304,           0.0082755,            0.009406,            0.009406,            0.009406
                  20,            0.044241,            0.036645,           0.0078218,             0.65717,             0.30664,             0.34283,             0.20144,            0.044461,              0.0645,           0.0081209,            0.009373,            0.009373,            0.009373
