               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.078667,            0.079465,            0.026375,             0.89505,            0.091715,             0.09339,            0.043434,            0.063869,            0.070071,            0.015305,            0.070068,           0.0033257,           0.0033257
                   1,            0.066131,            0.069993,            0.015161,             0.80172,             0.16419,             0.17158,            0.086087,            0.055066,            0.069365,            0.012465,            0.040047,           0.0066371,           0.0066371
                   2,            0.061361,            0.071302,            0.013281,             0.85462,             0.17317,             0.20326,             0.11041,            0.052755,            0.066825,            0.011432,            0.010003,           0.0099264,           0.0099264
                   3,            0.056696,            0.068977,            0.012288,             0.74185,             0.22867,             0.23881,             0.13224,            0.047577,              0.0661,            0.010651,            0.009901,            0.009901,            0.009901
                   4,            0.052948,             0.06826,            0.011211,             0.74138,             0.21036,             0.23947,             0.13395,            0.048056,            0.065488,            0.010187,            0.009901,            0.009901,            0.009901
                   5,            0.051095,            0.067243,            0.010644,             0.71432,             0.23679,              0.2625,             0.15157,             0.04574,            0.064673,            0.009498,            0.009868,            0.009868,            0.009868
                   6,            0.049779,            0.066917,            0.010293,             0.62722,             0.28095,             0.27419,             0.16171,            0.045192,            0.064815,           0.0094297,            0.009835,            0.009835,            0.009835
                   7,            0.048234,             0.06696,            0.010004,             0.68976,             0.28864,             0.30361,             0.17778,            0.044547,            0.063931,            0.009053,            0.009802,            0.009802,            0.009802
                   8,            0.047766,            0.065385,           0.0097157,             0.68994,             0.29372,             0.30933,             0.18102,            0.043858,            0.063732,           0.0088843,            0.009769,            0.009769,            0.009769
                   9,             0.04682,            0.065669,            0.009615,             0.65978,             0.30397,             0.30424,             0.17955,            0.043784,            0.063642,           0.0088662,            0.009736,            0.009736,            0.009736
                  10,            0.045872,            0.064623,           0.0093061,             0.73327,             0.29486,              0.3259,             0.18971,            0.043244,            0.063048,            0.008475,            0.009703,            0.009703,            0.009703
                  11,            0.045948,            0.064667,           0.0091142,             0.68782,             0.31758,             0.32839,             0.19326,            0.042842,            0.063179,           0.0085492,             0.00967,             0.00967,             0.00967
                  12,            0.045401,            0.063848,           0.0088542,             0.71172,             0.28772,             0.32532,             0.19464,             0.04312,            0.063089,           0.0085173,            0.009637,            0.009637,            0.009637
                  13,            0.044973,            0.064213,           0.0088173,             0.71769,             0.30042,             0.33279,             0.19798,            0.042757,            0.063242,           0.0085875,            0.009604,            0.009604,            0.009604
                  14,            0.044559,            0.063248,           0.0085944,             0.75504,             0.30962,             0.33807,             0.20556,            0.042194,            0.062591,           0.0082897,            0.009571,            0.009571,            0.009571
                  15,            0.044454,            0.063832,           0.0086406,             0.73468,             0.31438,              0.3431,             0.20205,            0.042258,            0.062902,           0.0083667,            0.009538,            0.009538,            0.009538
                  16,            0.044016,            0.062418,           0.0082611,              0.7617,             0.30068,             0.33891,             0.20511,             0.04213,            0.062714,           0.0083907,            0.009505,            0.009505,            0.009505
                  17,              0.0437,            0.062792,            0.008494,             0.74592,             0.32835,             0.35223,             0.21089,            0.042166,            0.062345,           0.0081846,            0.009472,            0.009472,            0.009472
