               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.079852,            0.054666,            0.027308,             0.86472,             0.12808,             0.15378,            0.076994,            0.061625,            0.070655,            0.013187,            0.070043,           0.0033286,           0.0033286
                   1,            0.066772,            0.048597,            0.018665,              0.3412,             0.25943,             0.23116,             0.12103,             0.05597,            0.069035,            0.011378,            0.040021,             0.00664,             0.00664
                   2,            0.062757,            0.048254,            0.016795,             0.48242,             0.28639,             0.26195,             0.14196,            0.055745,            0.069669,            0.010458,           0.0099766,           0.0099293,           0.0099293
                   3,            0.059336,            0.048023,            0.015981,             0.57111,             0.26424,             0.28251,             0.14767,            0.053008,            0.067537,           0.0099363,            0.009901,            0.009901,            0.009901
                   4,            0.056391,            0.047514,              0.0151,              0.5823,             0.26483,             0.28773,             0.16295,            0.051269,            0.066531,           0.0097481,            0.009901,            0.009901,            0.009901
                   5,            0.054216,            0.046774,            0.014453,             0.59335,             0.28042,             0.30396,             0.17531,            0.050015,            0.065521,            0.009296,            0.009868,            0.009868,            0.009868
                   6,            0.052991,            0.046038,            0.013867,             0.47534,              0.3016,             0.31963,             0.18584,            0.049757,            0.065483,           0.0088393,            0.009835,            0.009835,            0.009835
                   7,            0.051943,            0.045565,            0.013388,             0.46482,             0.32165,             0.33365,             0.18854,            0.049236,            0.065227,           0.0088616,            0.009802,            0.009802,            0.009802
                   8,            0.051487,            0.045312,            0.013062,             0.61911,             0.30385,             0.33441,              0.1921,            0.048999,            0.064813,           0.0085321,            0.009769,            0.009769,            0.009769
                   9,            0.050923,            0.044754,            0.012782,             0.52457,              0.3032,             0.33465,              0.1952,            0.048708,            0.064785,           0.0087012,            0.009736,            0.009736,            0.009736
                  10,            0.050555,            0.044583,            0.012544,             0.49854,             0.30741,             0.34943,             0.20458,            0.048371,            0.064059,           0.0087018,            0.009703,            0.009703,            0.009703
                  11,             0.05007,            0.044082,            0.012102,              0.6838,             0.30453,             0.35207,             0.20472,            0.048377,            0.064504,           0.0082177,             0.00967,             0.00967,             0.00967
                  12,            0.049559,            0.043981,            0.011985,             0.52093,             0.32058,             0.35509,             0.20869,            0.048158,            0.064289,           0.0082776,            0.009637,            0.009637,            0.009637
                  13,            0.049294,            0.043778,            0.011704,              0.6548,             0.30726,             0.35581,             0.21312,            0.047966,            0.063993,           0.0082207,            0.009604,            0.009604,            0.009604
                  14,            0.048954,            0.043535,            0.011516,             0.46582,             0.33484,             0.35887,             0.21722,            0.047586,            0.063783,           0.0080709,            0.009571,            0.009571,            0.009571
                  15,            0.048785,            0.043385,            0.011287,             0.50809,              0.3232,             0.36787,             0.21714,            0.047278,            0.063228,           0.0081043,            0.009538,            0.009538,            0.009538
                  16,            0.048524,            0.043013,             0.01106,             0.51066,             0.33643,             0.36503,             0.21912,            0.047559,            0.063558,           0.0078861,            0.009505,            0.009505,            0.009505
                  17,            0.048358,            0.043072,            0.010805,             0.56446,             0.35908,             0.37376,             0.22528,            0.047093,            0.063202,            0.008282,            0.009472,            0.009472,            0.009472
                  18,            0.048052,            0.042656,            0.010647,             0.53812,             0.33307,             0.37313,             0.22445,            0.046758,            0.062985,           0.0080141,            0.009439,            0.009439,            0.009439
                  19,            0.047812,             0.04267,            0.010481,             0.62677,             0.32051,             0.36945,             0.21977,            0.046916,            0.063151,           0.0078759,            0.009406,            0.009406,            0.009406
                  20,            0.047607,            0.042441,            0.010318,             0.60148,             0.31683,             0.35731,             0.21024,            0.047053,            0.063722,           0.0078531,            0.009373,            0.009373,            0.009373
                  21,            0.047387,            0.042261,            0.010107,             0.50493,              0.3227,             0.36007,             0.21629,            0.046939,            0.063334,           0.0080367,             0.00934,             0.00934,             0.00934
                  22,            0.047338,            0.042227,           0.0099981,             0.59895,             0.33842,             0.37467,             0.21908,            0.046866,            0.063361,           0.0077536,            0.009307,            0.009307,            0.009307
                  23,            0.047257,             0.04203,           0.0097846,             0.44213,             0.33851,              0.3597,             0.21681,            0.046697,            0.062848,            0.007953,            0.009274,            0.009274,            0.009274
