               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.08105,            0.077421,             0.02497,              0.8661,             0.11173,             0.12556,            0.052998,            0.067334,            0.065497,            0.015436,            0.070086,           0.0033238,           0.0033238
                   1,            0.067071,            0.068472,            0.014279,             0.82868,              0.1602,             0.18175,            0.087842,             0.06279,            0.063553,            0.012508,            0.040064,           0.0066352,           0.0066352
                   2,            0.062042,            0.069988,            0.012723,              0.7854,             0.19201,             0.22044,             0.12164,            0.053827,            0.063381,            0.011406,             0.01002,           0.0099245,           0.0099245
                   3,            0.057037,            0.069174,            0.011642,             0.72055,             0.25003,             0.27142,             0.15106,            0.047985,            0.062886,            0.010778,            0.009901,            0.009901,            0.009901
                   4,            0.053266,            0.067414,            0.010582,             0.74227,             0.25708,             0.28956,             0.16141,            0.046178,            0.062671,            0.010104,            0.009901,            0.009901,            0.009901
                   5,            0.051037,             0.06636,           0.0099222,             0.47019,             0.33078,             0.31247,             0.17375,            0.045371,            0.061937,           0.0096298,            0.009868,            0.009868,            0.009868
                   6,            0.049898,            0.065767,           0.0097916,             0.73446,             0.27659,              0.3216,             0.18093,             0.04496,            0.061952,           0.0093152,            0.009835,            0.009835,            0.009835
                   7,            0.048585,            0.065694,           0.0093628,             0.55244,             0.33909,             0.33539,               0.192,            0.043822,            0.061433,           0.0092146,            0.009802,            0.009802,            0.009802
                   8,            0.047699,            0.065502,           0.0089061,             0.58551,             0.31611,             0.33505,             0.19149,            0.043056,             0.06111,           0.0089915,            0.009769,            0.009769,            0.009769
                   9,            0.046812,            0.064922,           0.0086349,             0.58654,             0.35531,              0.3554,             0.20224,            0.043275,            0.060868,           0.0089207,            0.009736,            0.009736,            0.009736
                  10,            0.046316,            0.064608,           0.0086465,             0.64405,             0.32488,             0.35754,             0.20323,             0.04294,            0.061126,           0.0088331,            0.009703,            0.009703,            0.009703
                  11,            0.045322,             0.06416,           0.0082729,               0.642,             0.34581,             0.36341,              0.2127,            0.042262,            0.060486,           0.0086424,             0.00967,             0.00967,             0.00967
                  12,            0.045112,            0.063886,           0.0081212,             0.66162,             0.34918,             0.37534,               0.216,            0.041899,            0.060483,           0.0084979,            0.009637,            0.009637,            0.009637
                  13,            0.044579,            0.062257,           0.0079946,             0.61359,             0.36155,             0.37561,             0.21739,            0.041696,            0.060044,           0.0084219,            0.009604,            0.009604,            0.009604
                  14,            0.044201,            0.063029,           0.0078675,             0.70064,             0.34492,             0.38502,             0.22145,             0.04132,            0.060118,           0.0084854,            0.009571,            0.009571,            0.009571
                  15,            0.043961,            0.062168,           0.0076204,             0.66209,             0.35794,             0.38588,              0.2211,            0.041323,            0.060115,            0.008297,            0.009538,            0.009538,            0.009538
                  16,            0.043355,            0.061879,           0.0075348,             0.67134,             0.37374,             0.39336,             0.21774,            0.041468,            0.059961,           0.0083687,            0.009505,            0.009505,            0.009505
                  17,            0.043114,            0.061548,           0.0076952,             0.68204,             0.35356,             0.39239,             0.23021,             0.04099,            0.059847,           0.0084157,            0.009472,            0.009472,            0.009472
                  18,            0.043094,            0.061413,           0.0072862,               0.674,              0.3715,             0.40436,             0.23124,            0.040657,            0.059745,           0.0082295,            0.009439,            0.009439,            0.009439
                  19,            0.042821,            0.061566,           0.0073211,              0.6749,              0.3607,             0.39287,              0.2256,            0.040933,            0.059664,           0.0082135,            0.009406,            0.009406,            0.009406
                  20,            0.042506,            0.061512,           0.0073153,              0.6313,             0.36139,             0.39322,             0.22801,            0.040583,            0.059471,           0.0082396,            0.009373,            0.009373,            0.009373
                  21,             0.04234,             0.06159,           0.0069861,             0.67948,             0.35476,             0.39056,             0.22331,            0.040916,            0.059817,           0.0083054,             0.00934,             0.00934,             0.00934
                  22,            0.042391,            0.060888,           0.0069251,             0.63667,             0.36981,             0.38973,             0.22527,            0.040393,            0.059491,           0.0082637,            0.009307,            0.009307,            0.009307
                  23,            0.042062,            0.060142,           0.0069423,              0.6708,              0.3656,             0.39713,             0.23311,            0.040596,            0.059949,           0.0083533,            0.009274,            0.009274,            0.009274
                  24,            0.041997,            0.060732,           0.0069016,             0.69085,             0.35071,             0.39364,             0.23191,            0.040564,            0.060076,           0.0083383,            0.009241,            0.009241,            0.009241
                  25,            0.041655,            0.060018,           0.0066641,             0.70213,             0.36262,             0.40086,             0.23053,             0.04055,            0.059915,            0.008261,            0.009208,            0.009208,            0.009208
                  26,            0.041689,            0.060076,           0.0066297,             0.72289,              0.3529,             0.40319,             0.23131,            0.040272,            0.059595,           0.0081397,            0.009175,            0.009175,            0.009175
                  27,             0.04119,            0.059284,            0.006592,             0.70695,             0.36286,             0.39877,             0.23023,            0.040191,            0.059509,           0.0081384,            0.009142,            0.009142,            0.009142
                  28,            0.041404,            0.059985,           0.0066663,             0.71659,             0.35799,              0.4003,             0.23234,            0.040184,            0.059517,           0.0082551,            0.009109,            0.009109,            0.009109
                  29,            0.041263,            0.059771,           0.0066319,              0.6692,             0.36899,             0.39791,             0.23373,            0.040158,            0.059753,           0.0080899,            0.009076,            0.009076,            0.009076
                  30,             0.04083,            0.059835,            0.006278,             0.71357,             0.36357,             0.39233,             0.22721,            0.040174,            0.059615,           0.0082546,            0.009043,            0.009043,            0.009043
                  31,            0.041087,            0.059094,           0.0064135,             0.65321,               0.367,             0.39394,             0.22765,             0.04003,            0.059534,           0.0082294,             0.00901,             0.00901,             0.00901
                  32,            0.040845,            0.058899,           0.0063038,             0.67723,             0.36767,              0.4072,              0.2394,            0.039994,            0.059495,           0.0080285,            0.008977,            0.008977,            0.008977
                  33,            0.040612,            0.058526,           0.0062365,             0.70225,             0.36654,             0.40135,             0.23435,            0.039904,            0.059561,           0.0081958,            0.008944,            0.008944,            0.008944
                  34,            0.040606,            0.059255,           0.0061022,             0.71427,             0.36517,             0.40114,              0.2366,            0.039805,             0.05932,           0.0082471,            0.008911,            0.008911,            0.008911
                  35,            0.040538,            0.058513,           0.0061407,             0.72457,             0.36221,             0.40672,             0.23948,            0.039886,            0.059809,           0.0081265,            0.008878,            0.008878,            0.008878
                  36,            0.040319,            0.058884,            0.006085,             0.70998,              0.3735,             0.40701,             0.24111,            0.039665,            0.059375,           0.0081544,            0.008845,            0.008845,            0.008845
                  37,            0.040092,            0.057973,           0.0058643,             0.70384,             0.36464,             0.40253,             0.23689,            0.039683,            0.059277,           0.0082811,            0.008812,            0.008812,            0.008812
                  38,            0.040126,            0.058231,           0.0058718,             0.66613,             0.37118,             0.39484,             0.23523,            0.039632,            0.059486,           0.0082525,            0.008779,            0.008779,            0.008779
                  39,            0.040003,            0.058065,           0.0059144,             0.69725,             0.37764,             0.40616,             0.23891,            0.039554,            0.059425,           0.0082387,            0.008746,            0.008746,            0.008746
                  40,            0.040051,            0.057834,           0.0057889,             0.70904,             0.37838,              0.4004,             0.23232,             0.03961,            0.059322,           0.0082667,            0.008713,            0.008713,            0.008713
                  41,            0.039752,            0.057474,           0.0059387,             0.69562,             0.37598,             0.40422,              0.2414,            0.039552,            0.059738,           0.0082182,             0.00868,             0.00868,             0.00868
                  42,             0.03986,            0.058445,           0.0056665,             0.74691,             0.37376,             0.40884,             0.24045,            0.039454,            0.059486,           0.0083842,            0.008647,            0.008647,            0.008647
                  43,            0.039661,            0.056832,           0.0056421,             0.73975,             0.37188,             0.41959,              0.2461,            0.039338,            0.059209,           0.0082347,            0.008614,            0.008614,            0.008614
