               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.058698,            0.079764,            0.025364,             0.76043,              0.1673,             0.15855,            0.083417,             0.04217,            0.058429,            0.012929,            0.070031,           0.0033299,           0.0033299
                   1,            0.045543,            0.071131,            0.014214,             0.79392,             0.20291,             0.24862,             0.13956,            0.032045,            0.055721,            0.010788,            0.040009,           0.0066413,           0.0066413
                   2,            0.040406,            0.068759,            0.011623,             0.71274,             0.26645,             0.28727,             0.16645,            0.030472,            0.055395,            0.010124,           0.0099648,           0.0099306,           0.0099306
                   3,            0.035952,            0.067789,            0.010206,             0.74885,             0.27893,              0.3091,             0.17988,            0.027572,            0.054557,           0.0092678,            0.009901,            0.009901,            0.009901
                   4,            0.033159,            0.066094,           0.0090659,             0.72398,             0.29708,             0.32111,             0.18784,            0.027225,            0.054165,           0.0090468,            0.009901,            0.009901,            0.009901
                   5,             0.03153,            0.064698,           0.0084761,             0.71679,             0.29537,             0.32429,             0.19373,            0.026356,            0.054089,           0.0085942,            0.009868,            0.009868,            0.009868
                   6,            0.030228,            0.063451,           0.0079377,             0.79054,              0.3023,             0.34487,             0.20449,            0.025961,            0.053772,           0.0084623,            0.009835,            0.009835,            0.009835
                   7,              0.0291,            0.062626,           0.0073979,             0.78826,             0.29463,             0.34683,             0.20469,            0.025289,            0.053007,           0.0081487,            0.009802,            0.009802,            0.009802
                   8,            0.028266,            0.060879,           0.0069588,             0.76901,             0.30976,             0.34993,             0.21167,             0.02539,            0.053415,           0.0083336,            0.009769,            0.009769,            0.009769
                   9,            0.027495,             0.06039,           0.0066527,              0.6424,             0.32914,             0.35672,              0.2159,            0.024867,            0.052838,           0.0079006,            0.009736,            0.009736,            0.009736
                  10,            0.027087,            0.059466,           0.0063932,             0.68052,             0.32353,             0.35099,              0.2131,            0.025124,            0.053329,           0.0081551,            0.009703,            0.009703,            0.009703
                  11,            0.026462,            0.058713,            0.006114,             0.58982,             0.33491,             0.36246,              0.2185,            0.024714,            0.052655,           0.0079993,             0.00967,             0.00967,             0.00967
                  12,            0.026356,            0.058416,            0.005883,             0.70659,             0.32611,             0.36921,             0.22107,            0.024541,            0.052398,           0.0079135,            0.009637,            0.009637,            0.009637
                  13,            0.025968,            0.057455,           0.0056814,             0.71921,             0.33171,             0.37544,             0.23067,            0.024508,            0.052493,           0.0077012,            0.009604,            0.009604,            0.009604
                  14,             0.02554,            0.057508,           0.0054691,             0.72015,             0.31702,             0.35775,             0.21481,            0.024234,            0.052269,           0.0083461,            0.009571,            0.009571,            0.009571
                  15,            0.025332,            0.056847,           0.0053584,             0.56722,             0.33987,             0.36675,             0.22427,            0.024116,            0.052135,           0.0076718,            0.009538,            0.009538,            0.009538
                  16,            0.025189,            0.056436,           0.0051955,             0.60628,             0.33049,             0.37579,             0.23222,            0.024193,             0.05254,           0.0079572,            0.009505,            0.009505,            0.009505
                  17,            0.024892,            0.056214,           0.0051056,              0.5784,             0.35241,             0.38333,             0.23394,            0.023975,            0.051975,           0.0076995,            0.009472,            0.009472,            0.009472
                  18,            0.024651,            0.055671,           0.0048966,             0.63113,             0.32727,             0.38036,             0.23184,            0.024061,            0.052149,           0.0079607,            0.009439,            0.009439,            0.009439
                  19,            0.024279,            0.055132,           0.0047283,             0.63757,             0.33754,             0.38191,             0.23342,            0.024037,            0.052303,           0.0078281,            0.009406,            0.009406,            0.009406
                  20,             0.02427,            0.055192,           0.0046887,             0.59469,             0.34538,             0.36671,             0.22614,            0.023915,            0.052246,           0.0076697,            0.009373,            0.009373,            0.009373
                  21,            0.024055,            0.054883,           0.0045242,             0.64852,             0.33777,             0.37689,             0.23122,            0.024029,            0.052725,           0.0078369,             0.00934,             0.00934,             0.00934
                  22,            0.024003,            0.054609,           0.0044103,             0.63923,             0.33046,             0.37705,             0.23107,             0.02377,            0.051876,           0.0077815,            0.009307,            0.009307,            0.009307
                  23,            0.023817,            0.054397,           0.0043211,             0.62308,             0.34956,             0.38093,             0.23376,            0.023583,            0.051808,           0.0078466,            0.009274,            0.009274,            0.009274
                  24,            0.023672,            0.054057,           0.0042377,              0.5905,             0.34801,             0.37219,             0.23135,            0.023597,            0.051692,           0.0079685,            0.009241,            0.009241,            0.009241
                  25,              0.0234,            0.053414,           0.0039925,             0.50313,             0.36349,             0.38686,             0.23467,            0.023374,            0.051265,           0.0077522,            0.009208,            0.009208,            0.009208
                  26,            0.023428,            0.053426,           0.0040813,             0.65396,             0.34253,             0.39093,              0.2415,            0.023566,            0.051486,           0.0075993,            0.009175,            0.009175,            0.009175
                  27,            0.023362,            0.052958,           0.0039978,               0.618,             0.34808,             0.37924,              0.2339,            0.023496,            0.051897,           0.0076976,            0.009142,            0.009142,            0.009142
                  28,            0.023194,            0.052867,            0.003936,             0.57999,              0.3722,             0.38765,             0.24043,            0.023358,            0.051469,           0.0076017,            0.009109,            0.009109,            0.009109
                  29,            0.023129,             0.05278,           0.0038682,             0.50881,              0.3616,             0.38405,             0.23322,            0.023264,            0.051456,           0.0079153,            0.009076,            0.009076,            0.009076
                  30,            0.023043,            0.052705,           0.0037984,             0.60708,             0.36486,             0.38993,             0.24079,             0.02331,            0.051491,           0.0077589,            0.009043,            0.009043,            0.009043
                  31,            0.022836,            0.052101,            0.003673,             0.62209,              0.3465,             0.38212,             0.23787,            0.023262,            0.051655,           0.0077185,             0.00901,             0.00901,             0.00901
                  32,            0.022857,            0.051859,           0.0037033,             0.64106,             0.33242,             0.37981,             0.23494,            0.023263,            0.051636,           0.0078805,            0.008977,            0.008977,            0.008977
                  33,            0.022711,            0.051965,           0.0036014,             0.64226,             0.34426,             0.38225,             0.23884,            0.023297,             0.05176,           0.0077701,            0.008944,            0.008944,            0.008944
                  34,            0.022721,            0.052056,           0.0036227,             0.49879,             0.34836,             0.37798,             0.23457,            0.023231,            0.051798,           0.0075897,            0.008911,            0.008911,            0.008911
                  35,            0.022543,            0.051768,           0.0034564,             0.63533,             0.35401,             0.38642,               0.243,             0.02319,             0.05172,           0.0076352,            0.008878,            0.008878,            0.008878
                  36,            0.022353,            0.051599,           0.0034709,             0.65175,             0.34286,             0.38968,             0.24275,            0.023214,            0.051747,           0.0076543,            0.008845,            0.008845,            0.008845
