               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.081639,            0.050402,            0.024443,             0.89887,            0.093059,             0.10517,            0.049377,            0.065945,             0.07301,            0.014572,            0.070068,           0.0033257,           0.0033257
                   1,            0.068465,            0.041087,            0.014397,             0.84987,             0.12414,             0.14921,            0.075413,            0.062058,            0.069305,            0.012296,            0.040047,           0.0066371,           0.0066371
                   2,            0.063452,            0.040349,            0.012822,             0.75725,             0.18139,             0.20961,             0.10661,            0.056037,            0.069624,             0.01137,            0.010003,           0.0099264,           0.0099264
                   3,            0.058824,            0.040154,            0.011825,             0.76269,             0.20601,             0.23295,             0.12554,            0.051792,            0.069726,            0.010612,            0.009901,            0.009901,            0.009901
                   4,            0.055532,            0.039891,            0.011178,             0.67166,             0.23576,             0.24306,             0.13561,            0.050192,            0.067518,             0.01003,            0.009901,            0.009901,            0.009901
                   5,            0.053481,            0.039199,            0.010741,             0.59118,             0.27126,             0.25685,             0.14485,            0.049145,            0.067312,           0.0097031,            0.009868,            0.009868,            0.009868
                   6,            0.051902,            0.038829,            0.010238,             0.62135,             0.27682,              0.2659,             0.15196,            0.047847,            0.065982,           0.0094549,            0.009835,            0.009835,            0.009835
                   7,            0.050572,             0.03845,           0.0099081,             0.65953,             0.26533,                0.28,             0.16551,            0.047507,            0.065919,           0.0093346,            0.009802,            0.009802,            0.009802
                   8,            0.049884,            0.038157,           0.0096541,             0.66533,             0.27532,             0.29441,             0.17225,            0.046707,            0.064956,           0.0091327,            0.009769,            0.009769,            0.009769
                   9,            0.049316,            0.037943,           0.0094499,             0.73522,             0.29246,             0.30884,              0.1824,            0.046227,            0.064723,           0.0088568,            0.009736,            0.009736,            0.009736
                  10,            0.048516,            0.037717,           0.0092756,             0.71593,             0.28465,             0.30235,             0.17735,            0.046504,            0.065301,           0.0088754,            0.009703,            0.009703,            0.009703
