               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.058792,            0.050112,            0.025041,              0.7948,             0.12107,             0.14251,            0.070098,             0.03895,            0.061915,            0.013643,            0.070035,           0.0033294,           0.0033294
                   1,            0.046572,            0.042209,            0.013592,             0.70271,             0.19305,             0.20683,             0.11355,            0.033233,             0.05806,            0.011763,            0.040013,           0.0066408,           0.0066408
                   2,            0.041759,            0.040707,            0.011258,             0.81521,             0.22902,              0.2619,             0.14102,            0.030995,            0.057553,            0.010357,           0.0099693,           0.0099301,           0.0099301
                   3,            0.037569,            0.040227,            0.009951,             0.65865,             0.26047,             0.26371,             0.15149,            0.029184,            0.057479,             0.01016,            0.009901,            0.009901,            0.009901
                   4,            0.034638,             0.03939,           0.0088695,             0.70727,             0.26343,             0.29425,             0.16111,            0.028969,            0.056402,           0.0094984,            0.009901,            0.009901,            0.009901
                   5,            0.032614,            0.038588,           0.0081575,             0.70578,             0.28557,             0.30782,             0.17743,            0.027826,            0.055852,           0.0088306,            0.009868,            0.009868,            0.009868
                   6,            0.030909,            0.037624,           0.0074035,             0.72854,             0.29142,             0.32087,             0.18849,            0.027067,            0.055258,           0.0086214,            0.009835,            0.009835,            0.009835
                   7,            0.030074,            0.036946,           0.0070464,             0.71486,              0.2988,             0.32788,              0.1888,            0.026599,             0.05476,           0.0088997,            0.009802,            0.009802,            0.009802
                   8,            0.029139,            0.036038,           0.0065784,             0.77815,             0.30101,             0.34002,              0.2041,             0.02617,            0.054145,           0.0086925,            0.009769,            0.009769,            0.009769
                   9,            0.028396,            0.035601,           0.0063951,              0.7562,             0.29954,             0.33755,              0.1992,            0.026177,            0.054535,           0.0082383,            0.009736,            0.009736,            0.009736
                  10,             0.02763,            0.035228,           0.0060606,             0.77042,             0.29844,             0.33742,             0.19764,            0.025788,            0.054013,           0.0087179,            0.009703,            0.009703,            0.009703
                  11,            0.027179,            0.034785,           0.0057959,             0.74559,             0.30154,             0.33915,             0.20024,            0.025597,            0.053755,           0.0083102,             0.00967,             0.00967,             0.00967
