               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.080324,            0.051343,             0.02601,             0.89068,            0.089671,             0.10364,            0.047319,            0.066786,            0.071293,            0.014136,            0.070061,           0.0033266,           0.0033266
                   1,            0.066798,            0.042667,            0.016215,             0.56587,             0.21702,             0.18551,            0.096383,            0.056244,            0.069341,            0.012104,            0.040039,           0.0066379,           0.0066379
                   2,            0.062128,            0.042123,            0.014496,              0.4896,              0.2269,             0.21404,             0.11034,             0.05411,            0.068238,            0.011194,           0.0099948,           0.0099273,           0.0099273
                   3,            0.057529,            0.042002,            0.013113,              0.4431,             0.23439,             0.22586,             0.12284,            0.051065,            0.068568,            0.010708,            0.009901,            0.009901,            0.009901
                   4,            0.054438,            0.041216,            0.012153,             0.63912,             0.23087,             0.25153,             0.13799,            0.049882,            0.067595,            0.010215,            0.009901,            0.009901,            0.009901
                   5,            0.052155,            0.040573,            0.011404,             0.48464,             0.24744,              0.2569,             0.14493,            0.047534,            0.065997,           0.0098458,            0.009868,            0.009868,            0.009868
                   6,            0.050923,            0.040141,            0.010857,             0.68653,             0.22889,             0.27004,             0.15736,            0.047512,            0.065748,           0.0096674,            0.009835,            0.009835,            0.009835
                   7,            0.049516,            0.039545,             0.01024,             0.57496,             0.27917,             0.26925,             0.15571,            0.047014,            0.065731,           0.0091763,            0.009802,            0.009802,            0.009802
                   8,            0.048911,            0.039128,           0.0099721,             0.60173,             0.27793,              0.2922,             0.16773,            0.046763,            0.064905,            0.009451,            0.009769,            0.009769,            0.009769
                   9,            0.048089,            0.038703,           0.0096172,             0.59832,             0.29945,             0.31023,             0.17588,            0.045833,            0.064689,           0.0089527,            0.009736,            0.009736,            0.009736
                  10,              0.0475,            0.038606,           0.0092663,             0.59578,              0.2763,             0.29995,             0.17713,            0.045456,            0.064513,           0.0088592,            0.009703,            0.009703,            0.009703
                  11,             0.04706,            0.038105,           0.0090497,             0.60608,             0.30149,             0.32024,             0.18117,            0.045307,            0.063973,           0.0087311,             0.00967,             0.00967,             0.00967
                  12,            0.046533,            0.037916,           0.0089627,             0.62379,             0.28361,             0.30848,              0.1771,            0.045183,            0.064318,           0.0088505,            0.009637,            0.009637,            0.009637
                  13,            0.046223,            0.037666,           0.0087719,             0.63835,             0.26872,             0.30812,             0.17888,            0.045195,            0.064429,           0.0085882,            0.009604,            0.009604,            0.009604
                  14,             0.04569,            0.037365,           0.0085855,             0.65752,              0.2817,             0.31716,             0.18954,             0.04463,            0.063962,           0.0086076,            0.009571,            0.009571,            0.009571
                  15,            0.045817,            0.037308,           0.0083973,             0.64456,             0.29097,             0.32145,              0.1899,            0.044726,            0.064094,           0.0082791,            0.009538,            0.009538,            0.009538
                  16,             0.04522,            0.037123,           0.0082709,             0.61957,             0.28541,             0.32112,             0.18899,            0.044329,            0.063755,           0.0084879,            0.009505,            0.009505,            0.009505
                  17,            0.045008,            0.036814,           0.0081732,             0.63902,              0.2993,             0.33103,             0.19295,            0.044049,            0.063777,           0.0082437,            0.009472,            0.009472,            0.009472
                  18,             0.04487,            0.036777,           0.0080412,             0.60688,              0.3149,             0.32998,             0.19556,            0.044469,            0.064072,           0.0083115,            0.009439,            0.009439,            0.009439
                  19,            0.044402,             0.03666,           0.0078689,             0.65051,              0.3056,             0.33656,             0.19851,            0.044238,            0.063806,           0.0082474,            0.009406,            0.009406,            0.009406
                  20,            0.044127,            0.036291,           0.0077987,             0.66568,             0.29201,             0.33184,               0.197,            0.044097,            0.063918,           0.0080351,            0.009373,            0.009373,            0.009373
                  21,            0.044149,            0.036317,            0.007677,             0.62067,             0.31581,             0.34413,             0.20683,            0.043847,             0.06288,           0.0080763,             0.00934,             0.00934,             0.00934
                  22,            0.043911,            0.036102,           0.0075711,             0.65962,             0.29702,             0.33036,             0.19671,            0.044135,            0.063493,           0.0082431,            0.009307,            0.009307,            0.009307
                  23,            0.043684,            0.035948,           0.0074578,             0.67766,             0.29904,             0.34355,             0.20675,            0.043456,            0.062903,            0.008287,            0.009274,            0.009274,            0.009274
                  24,            0.043525,            0.035789,           0.0074125,             0.64972,             0.29093,             0.33695,             0.20001,            0.043221,             0.06232,           0.0082209,            0.009241,            0.009241,            0.009241
                  25,            0.043358,            0.035857,           0.0072951,             0.65026,             0.30627,             0.34175,             0.20371,            0.043428,            0.062698,           0.0082406,            0.009208,            0.009208,            0.009208
                  26,            0.043314,            0.035706,           0.0072246,             0.73798,             0.29707,             0.32668,             0.19919,            0.043467,            0.062872,           0.0080899,            0.009175,            0.009175,            0.009175
                  27,            0.043124,             0.03561,           0.0070505,             0.70969,             0.31288,             0.34209,             0.20553,            0.043388,            0.062764,           0.0081884,            0.009142,            0.009142,            0.009142
                  28,             0.04303,            0.035346,           0.0069803,             0.59404,             0.30968,             0.34967,             0.20844,            0.043119,            0.062597,           0.0081467,            0.009109,            0.009109,            0.009109
                  29,             0.04268,            0.035319,           0.0069482,             0.67235,             0.31367,             0.36035,             0.21362,            0.042868,            0.062263,           0.0079419,            0.009076,            0.009076,            0.009076
                  30,            0.042668,            0.035193,           0.0068789,             0.63856,             0.32515,             0.35843,             0.21331,            0.042905,            0.062004,             0.00794,            0.009043,            0.009043,            0.009043
                  31,            0.042567,            0.034964,           0.0067296,             0.54809,             0.35243,             0.35976,             0.21971,            0.043152,            0.062464,            0.008005,             0.00901,             0.00901,             0.00901
                  32,            0.042418,            0.035082,           0.0067299,             0.67142,              0.3242,             0.35258,             0.21398,            0.043031,            0.062235,           0.0077487,            0.008977,            0.008977,            0.008977
                  33,            0.042288,            0.035118,           0.0067098,             0.66663,             0.31184,             0.35258,              0.2121,            0.043515,            0.063503,            0.007947,            0.008944,            0.008944,            0.008944
                  34,            0.042385,            0.034921,           0.0066331,              0.5512,             0.33454,             0.35504,             0.21702,            0.042801,            0.062332,           0.0078122,            0.008911,            0.008911,            0.008911
                  35,            0.042044,            0.034731,            0.006518,             0.62145,             0.31782,             0.36157,             0.22161,            0.042834,            0.062342,           0.0079581,            0.008878,            0.008878,            0.008878
                  36,            0.042139,            0.034602,           0.0065055,             0.60636,             0.33695,             0.35903,             0.21895,            0.042771,            0.062639,           0.0078546,            0.008845,            0.008845,            0.008845
                  37,            0.041945,            0.034664,           0.0064043,             0.58303,             0.32782,             0.35917,             0.22306,            0.042899,             0.06244,           0.0079664,            0.008812,            0.008812,            0.008812
                  38,            0.041737,            0.034351,           0.0063203,             0.56904,             0.34207,             0.36811,             0.22519,            0.042558,            0.061941,           0.0080599,            0.008779,            0.008779,            0.008779
                  39,            0.041637,            0.034219,           0.0062661,             0.56335,             0.34867,             0.36061,             0.22117,            0.042863,             0.06269,           0.0078883,            0.008746,            0.008746,            0.008746
                  40,            0.041695,            0.034372,           0.0061535,             0.57458,             0.33448,             0.36193,             0.22328,            0.042487,            0.062056,           0.0078872,            0.008713,            0.008713,            0.008713
                  41,            0.041694,            0.034264,           0.0062293,              0.5903,             0.33257,             0.36037,             0.22209,            0.042434,            0.062175,           0.0079465,             0.00868,             0.00868,             0.00868
